plan_id,carrier,plan_name,monthly_fee,data_gb,is_unlimited,voice_min,sms_count,qos_speed,category,benefits
인스모바일_LTE_16,인스모바일,실속 300분+5GB(USIM),110,5.0,1,300,100,무제한,LTE,"정상가 20,900원, 할인 6개월, 평점 4.4"
U+유모바일_LTE_20,U+유모바일,[평생할인] 일 5GB+/통화기본,38200,150.0,1,999,999,5Mbps,LTE,"매달 Npay 1.5만원(18만), 가족결합시 Npay 10% 혜택(다모아 결합), 우리결합시, 데이터 20GB 추가 증정, 평점 4.4"
스마텔_5G_01,스마텔,5G 심플(300분+5GB),2600,5.0,1,300,100,무제한,5G,"정상가 15,400원, 할인 7개월, 평점 4.2"
이야기모바일_LTE_24,이야기모바일,이야기K 데이터 15GB+(밀리의서재),29700,15.0,1,100,100,3Mbps,LTE,"정상가 33,000원, 할인 6개월, 네이버페이 5,000원, 평점 4.5"
이야기모바일_LTE_25,이야기모바일,이야기K 데이터 15GB+(CU할인),29700,15.0,1,100,100,3Mbps,LTE,"정상가 33,000원, 할인 6개월, 네이버페이 5,000원, 평점 4.5"
이야기모바일_LTE_26,이야기모바일,이야기K 데이터 7GB+(지니뮤직),24200,7.0,1,999,999,1Mbps,LTE,"네이버페이 5,000원, 평점 4.5"
KT스카이라이프_LTE_38,KT스카이라이프,통화 충분 10GB,13900,10.0,1,999,999,무제한,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
슈가모바일_LTE_12,슈가모바일,Sugar 데이터안심 매일5GB++,24030,150.0,1,999,999,5Mbps,LTE,"정상가 49,000원, 할인 24개월, 평점 4.6"
시월모바일_LTE_20,시월모바일,쿠폰팩 통화기본매일5GB+,25000,150.0,1,999,999,5Mbps,LTE,"정상가 48,430원, 할인 7개월, 24개월간 월 5000원씩(네이버페이 가능), 평점 4.5"
고고모바일_LTE_29,고고모바일,무제한일 5GB + 5Mbps,42020,150.0,1,999,999,5Mbps,LTE,"3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
KG모바일_LTE_21,KG모바일,[일반] 실속 (5GB/300분),1100,5.0,1,300,100,무제한,LTE,"정상가 12,100원, 할인 6개월, 일반 유심/배송비 무료, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
LG헬로모바일_LTE_09,LG헬로모바일,DATA 걱정없는 유심 일5GB,38990,150.0,1,999,999,5Mbps,LTE,"가입사은품 3만원, 구글 AI프로+도미노피자 할인쿠폰, 프레딧 쿠폰 2만원(5천원*4개월), 평점 4.7"
KG모바일_LTE_22,KG모바일,"[일반] 통화, 데이터 마음대로 Pro_24개월",26290,150.0,1,999,999,5Mbps,LTE,"정상가 47,300원, 할인 24개월, 일반 유심/배송비 무료, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
이지모바일_LTE_42,이지모바일,이지 더 오래쓰는 무제한 일5G+5,26400,150.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 24개월, 일반유심/배송비 무료, 평점 4.3"
이지모바일_LTE_43,이지모바일,이지 오래쓰는 무제한 일5GB+5,26400,150.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 12개월, 일반유심/배송비 무료, 평점 4.3"
슈가모바일_LTE_13,슈가모바일,슈가칩 15GB+100분,22000,15.0,1,100,100,3Mbps,LTE,평점 4.6
찬스모바일_LTE_15,찬스모바일,찬스12 매일5GB+,26400,150.0,1,999,999,5Mbps,LTE,"정상가 45,100원, 할인 12개월, 유심/배송비 무료, 평점 4.5"
KT스카이라이프_LTE_39,KT스카이라이프,모두 충분 일5GB+(왓챠),41100,150.0,1,999,999,5Mbps,LTE,"기본 가입혜택 2만원, 평점 4.5"
모나_LTE_15,모나,NA알뜰매일5GB+5Mbps,26510,150.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 24개월,  NFC 유심 무료 제공, 4대 편의점 최대 10.1%적립, 평점 4.4"
LG헬로모바일_LTE_10,LG헬로모바일,쿠폰팩 유심 일5GB,41390,150.0,1,999,999,5Mbps,LTE,"가입사은품 3만원, 헬로모바일 결합시, 추가 데이터 20GB 증정, 쿠폰팩 24개월(5천원*24개월) 제공, 구글 AI프로+도미노피자 할인쿠폰, 프레딧 쿠폰 2만원(5천원*4개월), 평점 4.7"
스마텔_LTE_58,스마텔,스마트 매일 5GB+ (24개월),28000,150.0,1,999,999,5Mbps,LTE,"정상가 47,300원, 할인 24개월, 평점 4.2"
인스모바일_LTE_17,인스모바일,[24개월] 인스 유심 스트롱 매일 5GB+,28520,150.0,1,999,999,5Mbps,LTE,"정상가 47,000원, 할인 24개월, 평점 4.4"
인스모바일_LTE_18,인스모바일,[평생할인]인스 유심 스트롱 15GB+,24100,15.0,1,100,100,3Mbps,LTE,평점 4.4
이야기모바일_LTE_27,이야기모바일,이야기 완전 무제한 11GB+,49400,60.0,1,999,999,3Mbps,LTE,"네이버페이 5,000원, 평점 4.5"
인스모바일_LTE_19,인스모바일,[12개월]인스 유심 스트롱 매일 5GB+,29950,150.0,1,999,999,5Mbps,LTE,"정상가 44,800원, 할인 12개월, 평점 4.4"
이지모바일_LTE_44,이지모바일,이지 데이터 5GB,2200,5.0,1,300,100,무제한,LTE,"정상가 15,950원, 할인 6개월, 일반유심/배송비 무료, 평점 4.3"
스마텔_LTE_59,스마텔,우주LTE데이터(15GB+),27000,15.0,1,100,100,3Mbps,LTE,평점 4.2
이야기모바일_LTE_28,이야기모바일,이야기 스탠다드 100분15GB+,27500,15.0,1,100,100,3Mbps,LTE,"네이버페이 5,000원, 평점 4.5"
KG모바일_LTE_23,KG모바일,"[일반] 통화, 데이터 마음대로 Pro",34650,150.0,1,999,999,5Mbps,LTE,"정상가 47,300원, 할인 12개월, 일반 유심/배송비 무료, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
스마텔_LTE_60,스마텔,USIM 알뜰 15GB+,27500,15.0,1,100,100,3Mbps,LTE,평점 4.2
리브모바일_LTE_25,리브모바일,LTE 150GB+,35200,150.0,1,999,999,5Mbps,LTE,"정상가 41,400원, 할인 12개월, 평점 4.3"
이야기모바일_LTE_29,이야기모바일,내맘대로S(300+6GB),8800,6.0,1,300,300,무제한,LTE,"정상가 13,200원, 할인 12개월, 네이버페이 5,000원, 평점 4.5"
이야기모바일_LTE_30,이야기모바일,이야기K 데이터 15GB+(지니뮤직),29700,15.0,1,100,100,3Mbps,LTE,"네이버페이 5,000원, 평점 4.5"
이야기모바일_LTE_31,이야기모바일,이야기K 데이터 15GB+(멜론),29700,15.0,1,100,100,3Mbps,LTE,"네이버페이 5,000원, 평점 4.5"
리브모바일_LTE_26,리브모바일,LTE 무제한 일 5GB+(블라이스),36600,150.0,1,999,999,5Mbps,LTE,"정상가 41,000원, 할인 12개월, 평점 4.3"
이야기모바일_LTE_32,이야기모바일,이야기 데이터 무제한 15GB+,31900,15.0,1,100,100,3Mbps,LTE,"네이버페이 5,000원, 평점 4.5"
KT스카이라이프_LTE_40,KT스카이라이프,슬림 1GB/100분,3900,1.0,1,100,100,무제한,LTE,평점 4.5
쉐이크모바일_LTE_21,쉐이크모바일,[모요only] 쉐이크 LTE 15GB+_CU,13000,15.0,1,999,999,1Mbps,LTE,"정상가 27,500원, 할인 7개월, 매월 1천원 요금할인 (팝테일 가입·인증), CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, SOLO결합(+10GB), 데이터 매월 10GB 추가 증정(24개월), 데이터쿠폰 20GB, 평점 4.3"
이지모바일_LTE_45,이지모바일,EG 무제한 15G+[매월 10GB 추가제공],13000,15.0,1,999,999,1Mbps,LTE,"정상가 25,850원, 할인 7개월, 5대 마트 상품권 2만원, 데이터 10GB 추가 증정, 일반유심/배송비 무료, 평점 4.3"
고고모바일_LTE_30,고고모바일,[모요only] 무제한 15GB+1M(밀리의서재 Free),13000,15.0,1,999,999,1Mbps,LTE,"정상가 24,200원, 할인 7개월, 밀리의 서재 구독권(11,900원 상당) 제공, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_31,고고모바일,[모요only] LTE 무제한 15GB+1M(CU20%할인),13000,15.0,1,999,999,1Mbps,LTE,"정상가 25,300원, 할인 7개월, CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
티플러스_LTE_18,티플러스,The 완전마음껏 15GB＋,13000,15.0,1,999,999,1Mbps,LTE,"정상가 29,700원, 할인 7개월, 3대 마트 상품권 2만원 증정, 개통시 매월 10GB 데이터 추가 지급, 평점 4.3"
티플러스_LTE_19,티플러스,KT 15GB+ (CU 매월 20%+올리브영 매월 7천원 상품권!),13000,15.0,1,999,999,1Mbps,LTE,"정상가 31,900원, 할인 7개월, 3대 마트 상품권 2만원 증정, 매월 카테고리 3종 중 택1 10% 할인권, 올리브영 7개월간 매월 3,000원 상품권, CU 오프라인 점포 결제시 20% 할인 제공, 올리브영 12개월간 매월 4,000원 상품권, 개통시 매월 10GB 데이터 추가 지급, 평점 4.3"
티플러스_LTE_20,티플러스,KT 15GB+ (밀리의서재+올리브영 매월 7천원 상품권!),13000,15.0,1,999,999,1Mbps,LTE,"정상가 30,800원, 할인 7개월, 밀리의 서재 전자책 정기구독 혜택 매월 제공, 3대 마트 상품권 2만원 증정, 올리브영 7개월간 매월 3,000원 상품권, 올리브영 12개월간 매월 4,000원 상품권, 개통시 매월 10GB 데이터 추가 지급, 평점 4.3"
찬스모바일_LTE_16,찬스모바일,모두무제한 15GB+ ,13000,15.0,1,999,999,1Mbps,LTE,"정상가 37,400원, 할인 7개월, 유심/배송비 무료, 평점 4.5"
이지모바일_LTE_46,이지모바일,EG CU 무제한 15G+1[매월 10GB 추가제공],13500,15.0,1,999,999,1Mbps,LTE,"정상가 25,850원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 데이터 10GB 추가 증정, 평점 4.3"
슈가모바일_LTE_14,슈가모바일,Sugar 매일5GB++ (12개월+),34030,150.0,1,999,999,5Mbps,LTE,평점 4.6
이지모바일_LTE_47,이지모바일,이지 무제한 15GB+1,14000,15.0,1,999,999,1Mbps,LTE,"정상가 25,850원, 할인 7개월, 일반유심/배송비 무료, 평점 4.3"
쉐이크모바일_5G_01,쉐이크모바일,[모요only] 쉐이크 5G 110GB+_밀리의서재,20000,110.0,1,999,999,5Mbps,5G,"정상가 48,400원, 할인 7개월, 밀리의 서재 구독권 지급 이벤트, 매월 1천원 요금할인 (팝테일 가입·인증), 3대 마트 상품권 2만원, 평점 4.3"
이지모바일_5G_01,이지모바일,[모요only] [5G]EG 스탠다드 무제한 110G+5,19500,110.0,1,999,999,5Mbps,5G,"정상가 51,700원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
티플러스_5G_04,티플러스,5G 가성비플러스(15GB/350분)_평생요금,7900,15.0,1,350,100,무제한,5G,"3대 마트 상품권 2만원 증정, 평점 4.3"
스마텔_LTE_61,스마텔,스위트3 15GB+(밀리의서재) (+10GB 24개월간 추가 제공),15000,15.0,1,999,999,1Mbps,LTE,"정상가 30,800원, 할인 7개월, 평점 4.2"
스마텔_LTE_62,스마텔,CU 스위트 무제한 15GB+ (+10GB 24개월간 추가 제공),15000,15.0,1,999,999,1Mbps,LTE,"정상가 30,800원, 할인 7개월, 평점 4.2"
이지모바일_5G_02,이지모바일,EG 5G스탠다드 110G+,19900,110.0,1,999,999,5Mbps,5G,"정상가 51,700원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
시월모바일_LTE_21,시월모바일,시월 무제한 15GB+1Mbps,14000,15.0,1,999,999,1Mbps,LTE,"정상가 30,830원, 할인 7개월, 네이버페이 10,000원, 평점 4.5"
이지모바일_LTE_48,이지모바일,[NPAY2만원]EG 12무제한 15G+1(CU),15000,15.0,1,999,999,1Mbps,LTE,"정상가 26,950원, 할인 12개월, 네이버페이 20,000원, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
고고모바일_LTE_32,고고모바일,[모요only] 무제한 15GB+1M(다이소 5000원),15000,15.0,1,999,999,1Mbps,LTE,"정상가 26,400원, 할인 7개월, 다이소상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_33,고고모바일,[모요only] 무제한 15GB+1M(올리브영 5000원),15000,15.0,1,999,999,1Mbps,LTE,"정상가 26,400원, 할인 7개월, 올리브영 상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
U+유모바일_LTE_21,U+유모바일,[평생할인] 15GB+/통화기본,20900,15.0,1,999,999,1Mbps,LTE,"가족결합시 Npay 10% 혜택(다모아 결합), 12만원 혜택(매월 이마트24 5천원), 우리결합시, 데이터 10GB 추가 증정, 평점 4.4"
시월모바일_LTE_22,시월모바일,쿠폰팩베이직 통화기본15GB+,15000,15.0,1,999,999,1Mbps,LTE,"정상가 33,040원, 할인 7개월, 12개월간 월 5000원씩(네이버페이 가능), 평점 4.5"
이지모바일_LTE_49,이지모바일,[전기차]모두의 충전 18무제한 15G+1(CU20%할인),16000,15.0,1,999,999,1Mbps,LTE,"정상가 30,800원, 할인 18개월, 5대 마트 상품권 2만원, 데이터 10GB 추가 증정, 일반유심/배송비 무료, 평점 4.3"
U+유모바일_LTE_22,U+유모바일,교보문고 북 플러스알파  15GB+,21900,15.0,1,999,999,1Mbps,LTE,"매달 전자책 1권(24개월 간 지급), 세계문학전집 100권, 매달 영화할인권 2매(12개월 간 지급), 가족결합시 Npay 10% 혜택(다모아 결합), 우리결합시, 데이터 10GB 추가 증정, 평점 4.4"
시월모바일_LTE_23,시월모바일,쿠폰팩 통화기본15GB+,16000,15.0,1,999,999,1Mbps,LTE,"정상가 33,050원, 할인 7개월, 24개월간 월 5000원씩(네이버페이 가능), 평점 4.5"
U+유모바일_LTE_23,U+유모바일,빽다방 100잔 15GB+,22400,15.0,1,999,999,1Mbps,LTE,"가족결합시 Npay 10% 혜택(다모아 결합), 빽다방 100잔 (25개월간 매월 4잔), 우리결합시, 데이터 10GB 추가 증정, 평점 4.4"
KT스카이라이프_LTE_41,KT스카이라이프,모두 충분 15GB+(밀리의서재),20900,15.0,1,999,999,1Mbps,LTE,"밀리의서재(매월11,900원)평생 구독권, 기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
KT스카이라이프_LTE_42,KT스카이라이프,모두 충분 15GB+(모아진),20900,15.0,1,999,999,1Mbps,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
KT스카이라이프_LTE_43,KT스카이라이프,모두 충분 15GB+(후후안심),20900,15.0,1,999,999,1Mbps,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
KT스카이라이프_LTE_44,KT스카이라이프,모두 충분 15GB+(CU),21400,15.0,1,999,999,1Mbps,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), CU 연간 6만원 할인 평생 제공, 평점 4.5"
LG헬로모바일_LTE_11,LG헬로모바일,DATA 걱정없는 유심 15GB,20950,15.0,1,999,999,1Mbps,LTE,"가입사은품 3만원, 헬로모바일 결합시, 추가 데이터 10GB 증정, 구글 AI프로+도미노피자 할인쿠폰, 프레딧 쿠폰 2만원(5천원*4개월), 평점 4.7"
고고모바일_LTE_34,고고모바일,무제한15GB+1M(밀리의서재 매월 무료),23870,15.0,1,999,999,1Mbps,LTE,"밀리의 서재 구독권(11,900원 상당) 제공, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
슈가모바일_LTE_15,슈가모바일,Sugar 15GB+1Mbps,19020,15.0,1,999,999,1Mbps,LTE,"정상가 25,950원, 할인 24개월, 평점 4.6"
고고모바일_LTE_35,고고모바일,LTE무제한 15GB+1M(CU20%할인),24310,15.0,1,999,999,1Mbps,LTE,"CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
스마텔_LTE_63,스마텔,스마트 15GB+ (24개월),19000,15.0,1,999,999,1Mbps,LTE,"정상가 25,410원, 할인 24개월, 평점 4.2"
쉐이크모바일_LTE_22,쉐이크모바일,"[모요only] 쉐이크 LTE 15GB+_네이버페이 매 월 5,000원",20000,15.0,1,999,999,1Mbps,LTE,"정상가 29,700원, 할인 12개월, 평점 4.3"
KT스카이라이프_LTE_45,KT스카이라이프,모두 충분 15GB+(올리브영_5000),23200,15.0,1,999,999,1Mbps,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
KT스카이라이프_LTE_46,KT스카이라이프,모두 충분 15GB+(다이소_5000),23200,15.0,1,999,999,1Mbps,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
스마텔_5G_02,스마텔,5G 스마일 플러스 (300분+5GB),5100,5.0,1,300,100,무제한,5G,"정상가 15,000원, 할인 5개월, 평점 4.2"
KT스카이라이프_LTE_47,KT스카이라이프,모두 충분 15GB+(Pay_5000),23400,15.0,1,999,999,1Mbps,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
고고모바일_LTE_36,고고모바일,무제한 15GB+1M(올리브영 매월 5000원),25960,15.0,1,999,999,1Mbps,LTE,"올리브영 상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
고고모바일_LTE_37,고고모바일,무제한 15GB+1M(다이소 매월 5000원),25960,15.0,1,999,999,1Mbps,LTE,"다이소상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 10GB 제공, 데이터 매월 10GB 추가 증정 (24개월간), KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
LG헬로모바일_LTE_12,LG헬로모바일,쿠폰팩 유심 15GB,23350,15.0,1,999,999,1Mbps,LTE,"가입사은품 3만원, 헬로모바일 결합시, 추가 데이터 10GB 증정, 쿠폰팩 24개월(5천원*24개월) 제공, 구글 AI프로+도미노피자 할인쿠폰, 프레딧 쿠폰 2만원(5천원*4개월), 평점 4.7"
이야기모바일_5G_01,이야기모바일,5G 함께이야기해S 무한 10GB,15400,10.0,1,999,999,무제한,5G,"네이버페이 5,000원, 평점 4.5"
KT스카이라이프_LTE_48,KT스카이라이프,모두 충분 15GB+(지니뮤직),24400,15.0,1,999,999,1Mbps,LTE,"기본 가입혜택 2만원, S-머니 6만원(매월 1만원씩 6개월간), 평점 4.5"
LGU+_5G_10,LG U+,너겟 47,47000,100.0,1,999,999,3Mbps,5G,"U+ 멤버십 할인, 네이버페이 19.2만원(매월 3.2만원씩), 네이버페이 4.8만원 (매월 8,000원씩), NFC 유심 무료, 평점 4.5"
리브모바일_LTE_27,리브모바일,LTE 무제한 15GB+ (밀리의서재),19600,15.0,1,999,999,1Mbps,LTE,"정상가 24,000원, 할인 12개월, 평점 4.3"
리브모바일_LTE_28,리브모바일,보이스피싱예방LTE 15GB+(안심직거래),19600,15.0,1,999,999,1Mbps,LTE,"정상가 24,000원, 할인 12개월, 평점 4.3"
이지모바일_5G_03,이지모바일,EG 5G스탠다드 지니 110G+(지니뮤직),33000,110.0,1,999,999,5Mbps,5G,"정상가 55,000원, 할인 12개월, 지니뮤직 이용권 증정, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
LG헬로모바일_LTE_13,LG헬로모바일,DATA 걱정없는 유심 5GB,15400,5.0,1,999,999,1Mbps,LTE,"가입사은품 3만원, 구글 AI프로+도미노피자 할인쿠폰, 프레딧 쿠폰 2만원(5천원*4개월), 평점 4.7"
스마텔_LTE_64,스마텔,스위트 15GB+(후후) (+10GB 24개월간 추가 제공),23100,15.0,1,999,999,1Mbps,LTE,"정상가 30,800원, 할인 36개월, 평점 4.2"
고고모바일_5G_01,고고모바일,[모요only] 5G 무제한 110GB+5Mbps(밀리의서재)(모요Only),33000,110.0,1,999,999,5Mbps,5G,"정상가 49,500원, 할인 12개월, 3대 마트 상품권 2만원, 평점 4.2"
쉐이크모바일_5G_02,쉐이크모바일,"[모요only] 쉐이크 5G 110GB+_네이버페이 매 월 5,000원",33900,110.0,1,999,999,5Mbps,5G,"정상가 50,600원, 할인 12개월, 네이버페이 매월 5,000P 제공, 매월 1천원 요금할인 (팝테일 가입·인증), 3대 마트 상품권 2만원, 평점 4.3"
리브모바일_LTE_29,리브모바일,LTE 15GB+ (CU할인),20400,15.0,1,999,999,1Mbps,LTE,"정상가 24,800원, 할인 12개월, 평점 4.3"
티플러스_LTE_21,티플러스,가성비플러스(6GB/350분)_평생요금,1900,6.0,1,350,100,무제한,LTE,"3대 마트 상품권 2만원 증정, 평점 4.3"
이지모바일_LTE_50,이지모바일,이지 오래쓰는 데이터 10GB+1,2530,10.0,1,100,100,1Mbps,LTE,"정상가 19,800원, 할인 12개월, 일반유심/배송비 무료, 평점 4.3"
인스모바일_LTE_20,인스모바일,[평생할인] 올프리 5GB+(USIM),9240,5.0,1,999,999,1Mbps,LTE,평점 4.4
KT스카이라이프_5G_01,KT스카이라이프,5G 모두 충분 110GB+,42900,110.0,1,999,999,5Mbps,5G,"기본 가입혜택 2만원, S-머니 12만원(매월 2만원씩 6개월간), 평점 4.5"
KT스카이라이프_5G_02,KT스카이라이프,5G 모두 충분 110GB+(밀리의서재),42900,110.0,1,999,999,5Mbps,5G,"밀리의서재(매월11,900원)평생 구독권, 기본 가입혜택 2만원, S-머니 12만원(매월 2만원씩 6개월간), 평점 4.5"
인스모바일_LTE_21,인스모바일,[평생할인]실속 300분+5GB(USIM),3300,5.0,1,300,100,무제한,LTE,평점 4.4
이지모바일_LTE_51,이지모바일,이지 데이터 6G,100,6.0,1,200,100,무제한,LTE,"정상가 14,300원, 할인 6개월, 일반유심/배송비 무료, 평점 4.3"
고고모바일_5G_02,고고모바일,5G무제한 110GB+5M(밀리의서재 매월 무료),48730,110.0,1,999,999,5Mbps,5G,"밀리의 서재 구독권(11,900원 상당) 제공, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
이지모바일_LTE_52,이지모바일,이지 오래쓰는 데이터 6G,2530,6.0,1,200,100,무제한,LTE,"정상가 14,300원, 할인 12개월, 일반유심/배송비 무료, 평점 4.3"
LG헬로모바일_LTE_14,LG헬로모바일,보편 유심 5GB 100분,9500,5.0,1,100,50,무제한,LTE,"가입사은품 3만원, 구글 AI프로+도미노피자 할인쿠폰, 프레딧 쿠폰 2만원(5천원*4개월), 평점 4.7"
스마텔_5G_03,스마텔,5G 스위트 110GB,44000,110.0,1,999,999,5Mbps,5G,"정상가 47,300원, 할인 36개월, 평점 4.2"
이야기모바일_5G_02,이야기모바일,5G 이야기 무한 110GB,44000,110.0,1,999,999,5Mbps,5G,"정상가 47,300원, 할인 7개월, 네이버페이 5,000원, 평점 4.5"
리브모바일_5G_01,리브모바일,5G 무제한 110GB+ ,49500,110.0,1,999,999,5Mbps,5G,평점 4.3
스마텔_5G_04,스마텔,5G 스위트 110GB+(지니뮤직),47300,110.0,1,999,999,5Mbps,5G,"정상가 49,500원, 할인 36개월, 평점 4.2"
리브모바일_5G_02,리브모바일,5G무제한 110GB+,43100,110.0,1,999,999,5Mbps,5G,"정상가 47,500원, 할인 12개월, 평점 4.3"
U+유모바일_LTE_24,U+유모바일,[평생할인] 5GB/300분,10120,5.0,1,300,100,무제한,LTE,"가족결합시 Npay 10% 혜택(다모아 결합), 평점 4.4"
LG헬로모바일_LTE_15,LG헬로모바일,DATA 걱정없는 유심 1GB,7500,1.0,1,999,999,1Mbps,LTE,"정상가 11,550원, 할인 7개월, 가입사은품 3만원, 구글 AI프로+도미노피자 할인쿠폰, 프레딧 쿠폰 2만원(5천원*4개월), 평점 4.7"
고고모바일_LTE_38,고고모바일,[모요only] LTE 200분/ 10GB,100,10.0,1,200,100,무제한,LTE,"정상가 18,480원, 할인 7개월, 3대 마트 상품권 2만원, KT유심&배송비 무료, 평점 4.2"
고고모바일_5G_03,고고모바일,[모요only] 5G 200분/10GB,110,10.0,1,200,100,무제한,5G,"정상가 18,700원, 할인 7개월, 3대 마트 상품권 2만원, KT유심&배송비 무료, 평점 4.2"
스마텔_LTE_65,스마텔,USIM 스마트(100분/10GB+),7700,10.0,1,100,100,1Mbps,LTE,"정상가 19,800원, 할인 12개월, 평점 4.2"
스마텔_LTE_66,스마텔,데이터충분히(10G+100분),100,10.0,1,100,100,무제한,LTE,"정상가 13,200원, 할인 7개월, 평점 4.2"
인스모바일_LTE_22,인스모바일,데이터 안심 10GB+(USIM),110,10.0,1,100,100,1Mbps,LTE,"정상가 31,900원, 할인 6개월, 평점 4.4"
스마텔_LTE_67,스마텔,USIM 스마일 (200분/10GB),100,10.0,1,200,100,무제한,LTE,"정상가 17,600원, 할인 7개월, 평점 4.2"
스마텔_5G_05,스마텔,USIM 스위트 5G망(100분/10GB),1100,10.0,1,100,100,무제한,5G,"정상가 15,400원, 할인 7개월, 평점 4.2"
스마텔_LTE_68,스마텔,USIM 스위트 (100분/10GB),1100,10.0,1,100,100,무제한,LTE,"정상가 15,400원, 할인 7개월, 평점 4.2"
이야기모바일_5G_03,이야기모바일,5G 이야기 무한 15GB,34500,15.0,1,999,999,1Mbps,5G,"정상가 36,300원, 할인 7개월, 네이버페이 5,000원, 평점 4.5"
이지모바일_LTE_53,이지모바일,이지 10GB+1,1100,10.0,1,100,100,1Mbps,LTE,"정상가 19,800원, 할인 6개월, 일반유심/배송비 무료, 평점 4.3"
리브모바일_5G_03,리브모바일,5G 무제한 15GB+,39600,15.0,1,999,999,1Mbps,5G,평점 4.3
스마텔_LTE_69,스마텔,데이터충분히(10G+200분),1900,10.0,1,200,100,무제한,LTE,"정상가 15,400원, 할인 7개월, 평점 4.2"
고고모바일_LTE_39,고고모바일,고고100분/1GB-데이터소진후 자동차단,5500,1.0,1,100,100,무제한,LTE,"3대 마트 상품권 2만원, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
U+유모바일_LTE_25,U+유모바일,데이터 플러스 7GB(평생+10GB 추가 제공 프로모션),17500,17.0,1,999,999,1Mbps,LTE,"매달 Npay 1.5만원(18만), 가족결합시 Npay 10% 혜택(다모아 결합), 우리결합시, 데이터 5GB 추가 증정, 추가 데이터 10GB, 평점 4.4"
리브모바일_LTE_30,리브모바일,"더블업 LTE 17GB+ (7+10 24개월) / 평생가 17,000원 ",17000,17.0,1,999,999,1Mbps,LTE,"추가 데이터 10GB, 평점 4.3"
